"C_U_21_components"
"Iteration" "df-body etc.."
("Iteration" "df-body" "df-diffuser" "df-front_wheel" "df-front_wing" "df-nose" "df-rear_wheel" "df-rear_wing" "df-sidepod" "df-suspension" "drag-body" "drag-diffuser" "drag-front_wheel" "drag-front_wing" "drag-nose" "drag-rear_wheel" "drag-rear_wing" "drag-sidepod" "drag-suspension" "df-fw-1" "df-fw-2" "df-fw-3" "df-fw-4" "df-fw-e" "df-s-wlot" "df-s-1" "df-s-2" "df-s-e" "df-rw-1" "df-rw-2" "df-rw-3" "df-rw-4" "df-rw-e" "drag-fw-1" "drag-fw-2" "drag-fw-3" "drag-fw-4" "drag-fw-e" "drag-s-wlot" "drag-s-1" "drag-s-2" "drag-s-e" "drag-rw-1" "drag-rw-2" "drag-rw-3" "drag-rw-4" "drag-rw-e")
44 -3.040768 34.88392 -1.850223 75.979 -3.381477 -1.758536 87.77833 33.39727 -1.063183 29.00115 6.471186 7.368737 14.38969 4.302842 5.488413 41.54294 15.07008 3.682987 42.04148 22.60199 7.005584 2.55913 1.770803 -5.899171 25.42327 2.363015 12.57334 57.7482 25.23377 3.645954 5.304732 -4.154328 0.3539978 5.757839 4.06001 2.404423 1.813418 -2.218897 5.822424 1.672975 6.11059 5.95369 19.95102 9.092054 3.060592 3.48559
45 -3.011963 34.91184 -1.821989 76.04865 -3.377265 -1.760146 87.77253 33.4373 -1.057908 28.77537 6.415532 7.290736 14.29275 4.283238 5.4518 41.37708 14.90387 3.662085 42.10688 22.59546 7.014827 2.560134 1.771337 -5.912189 25.44608 2.353127 12.60819 57.76673 25.25949 3.644193 5.255906 -4.153795 0.3147869 5.733429 4.051245 2.3979 1.795388 -2.279783 5.804664 1.660432 6.056468 5.917251 19.95407 9.06917 3.021655 3.414946
46 -2.983673 34.93376 -1.793553 76.14208 -3.374092 -1.761939 87.77064 33.48906 -1.052768 28.55952 6.362643 7.218475 14.20179 4.264816 5.417377 41.21893 14.74524 3.641849 42.18579 22.59759 7.023792 2.561883 1.773004 -5.925024 25.47296 2.343234 12.65066 57.78539 25.28328 3.642352 5.214281 -4.15467 0.2763497 5.711188 4.043484 2.392229 1.778542 -2.33933 5.788719 1.647969 6.006029 5.882105 19.95626 9.046858 2.986327 3.347397
47 -2.956451 34.94804 -1.764984 76.25517 -3.371738 -1.763886 87.77058 33.54967 -1.047612 28.35291 6.312163 7.151107 14.11645 4.247441 5.384571 41.06741 14.59302 3.622378 42.27576 22.60678 7.032565 2.564399 1.775655 -5.937623 25.50258 2.333243 12.69909 57.80344 25.30506 3.640349 5.178673 -4.15695 0.2386463 5.690878 4.036639 2.387408 1.76288 -2.397731 5.774165 1.635542 5.95867 5.848125 19.95752 9.024804 2.954278 3.282697
48 -2.930541 34.9543 -1.736464 76.38407 -3.370077 -1.765986 87.77068 33.61718 -1.042424 28.15499 6.263819 7.087947 14.03625 4.231024 5.352846 40.92183 14.44671 3.603781 42.3745 22.62145 7.041253 2.567642 1.779202 -5.949814 25.53424 2.323053 12.75212 57.82016 25.3248 3.638178 5.148016 -4.160488 0.2016519 5.672223 4.030622 2.383388 1.748366 -2.454901 5.760677 1.62312 5.914033 5.815259 19.95786 9.002857 2.925211 3.220657
49 -2.90553 34.95301 -1.708634 76.5251 -3.369051 -1.768228 87.76983 33.6903 -1.037169 27.96518 6.217399 7.028442 13.96067 4.215477 5.321632 40.78182 14.30626 3.586152 42.47972 22.64039 7.049891 2.571493 1.783592 -5.961363 25.5675 2.312592 12.80874 57.83513 25.34253 3.635904 5.121279 -4.165031 0.1654016 5.655001 4.025304 2.38006 1.734903 -2.510664 5.747987 1.610703 5.872082 5.783469 19.95741 8.981039 2.898784 3.161126
50 -2.880578 34.94521 -1.68237 76.67522 -3.368565 -1.770599 87.76747 33.76853 -1.031851 27.78317 6.172747 6.972087 13.88915 4.200708 5.290348 40.64728 14.17184 3.569551 42.5895 22.66265 7.058486 2.575789 1.788766 -5.97206 25.60237 2.301883 12.86819 57.84821 25.35849 3.63364 5.097349 -4.170239 0.1299416 5.639036 4.020552 2.377291 1.722328 -2.564971 5.735977 1.598339 5.832949 5.752722 19.95645 8.95953 2.874598 3.103989
51 -2.854953 34.93219 -1.658441 76.83183 -3.368465 -1.773057 87.76344 33.85165 -1.026489 27.60883 6.129725 6.918452 13.82108 4.186639 5.258306 40.51829 14.04366 3.553987 42.70235 22.68747 7.066998 2.580343 1.794654 -5.981701 25.63899 2.291062 12.92978 57.85948 25.37313 3.631544 5.075062 -4.175795 0.09529469 5.624168 4.016245 2.374934 1.710439 -2.617926 5.724611 1.586138 5.796855 5.722955 19.95535 8.938653 2.852196 3.049144
52 -2.828197 34.91572 -1.637375 76.99294 -3.36866 -1.775535 87.75801 33.93978 -1.021077 27.44182 6.088222 6.867305 13.75586 4.173205 5.224854 40.39504 13.92181 3.539424 42.81718 22.71424 7.075356 2.584966 1.801183 -5.990163 25.67776 2.280317 12.99294 57.86935 25.38707 3.62979 5.053244 -4.18147 0.06147667 5.610244 4.012265 2.372843 1.699033 -2.669753 5.713954 1.574223 5.763957 5.694184 19.95452 8.918823 2.831061 2.996469
53 -2.800288 34.89731 -1.61944 77.15668 -3.369139 -1.777934 87.75156 34.03323 -1.015632 27.28146 6.048162 6.818575 13.69293 4.160361 5.189436 40.27768 13.80618 3.52578 42.93304 22.74242 7.083445 2.589479 1.808293 -5.997442 25.71913 2.269831 13.05734 57.87838 25.40086 3.628499 5.030928 -4.187146 0.02850132 5.597132 4.00848 2.370884 1.687935 -2.720697 5.704099 1.562707 5.734295 5.66656 19.95428 8.900339 2.810694 2.945821
54 -2.771418 34.87843 -1.604641 77.32169 -3.369861 -1.780147 87.74433 34.13224 -1.010217 27.12702 6.009475 6.772217 13.63188 4.148079 5.151722 40.16595 13.69647 3.512935 43.04915 22.77166 7.091187 2.593748 1.815938 -6.003588 25.76359 2.259739 13.12271 57.88705 25.41479 3.627681 5.00742 -4.192648 -0.003623925 5.584737 4.004792 2.368959 1.67702 -2.770957 5.695117 1.55167 5.7077 5.64025 19.95473 8.883218 2.790673 2.897084
55 -2.741588 34.86036 -1.592699 77.48713 -3.370744 -1.782107 87.73649 34.23698 -1.004888 26.97806 5.972114 6.728129 13.57248 4.13632 5.111663 40.05938 13.59202 3.500758 43.16505 22.80167 7.098588 2.597724 1.824078 -6.008627 25.81152 2.250102 13.18887 57.89565 25.42898 3.627285 4.982286 -4.197734 -0.03491458 5.57298 4.001162 2.367016 1.666235 -2.820689 5.687015 1.54115 5.683784 5.615296 19.95587 8.867331 2.770695 2.850189
56 -2.710608 34.84388 -1.583097 77.65224 -3.37174 -1.783775 87.72839 34.34732 -0.9996781 26.83425 5.936054 6.686157 13.51467 4.125051 5.069469 39.95753 13.49212 3.489111 43.28028 22.8322 7.1057 2.601424 1.832642 -6.012615 25.86308 2.240921 13.25562 57.90433 25.44348 3.627247 4.955513 -4.202208 -0.06536649 5.561799 3.997586 2.365049 1.655602 -2.869913 5.679734 1.531147 5.662036 5.591609 19.95768 8.852525 2.75065 2.805075
57 -2.67835 34.82971 -1.575288 77.81629 -3.372871 -1.785187 87.72071 34.46265 -0.9946097 26.69493 5.901261 6.646127 13.45842 4.114248 5.025517 39.86025 13.39602 3.477852 43.39441 22.86293 7.112509 2.604881 1.841552 -6.015703 25.91807 2.232185 13.3227 57.91337 25.45834 3.627513 4.927445 -4.205987 -0.09499116 5.551123 3.994041 2.363067 1.645176 -2.918643 5.673212 1.521644 5.641954 5.569151 19.96017 8.838708 2.730572 2.761654
58 -2.64495 34.81804 -1.568851 77.97858 -3.374141 -1.786425 87.71435 34.58218 -0.9896641 26.55917 5.867691 6.607809 13.40367 4.103885 4.980348 39.76764 13.30316 3.466878 43.50714 22.8936 7.118967 2.60813 1.850735 -6.018054 25.97609 2.223859 13.38996 57.92309 25.4737 3.628052 4.898485 -4.208998 -0.1238094 5.540887 3.990499 2.361085 1.635006 -2.966818 5.66742 1.512608 5.62307 5.54799 19.96339 8.825871 2.710544 2.719845
59 -2.610482 34.80912 -1.563508 78.13866 -3.375493 -1.78751 87.7101 34.7052 -0.9848067 26.42669 5.835297 6.570942 13.35044 4.093935 4.934548 39.67978 13.21309 3.456119 43.61818 22.92403 7.1251 2.611208 1.860128 -6.019793 26.03664 2.215896 13.45727 57.93369 25.48966 3.628877 4.868959 -4.211109 -0.1518323 5.531054 3.986966 2.359123 1.625125 -3.014312 5.662353 1.503988 5.604939 5.52805 19.96738 8.814082 2.690672 2.679603
60 -2.574961 34.80294 -1.559093 78.29634 -3.376881 -1.7884 87.70835 34.83094 -0.9799821 26.29824 5.804041 6.535242 13.29875 4.084368 4.888676 39.59649 13.12545 3.445535 43.7274 22.95411 7.130995 2.614136 1.869684 -6.021029 26.09912 2.208238 13.52459 57.94513 25.50625 3.630023 4.839118 -4.212191 -0.179076 5.521605 3.983471 2.357195 1.615555 -3.060996 5.657973 1.495725 5.587213 5.509029 19.9721 8.803387 2.671075 2.640903
61 -2.538442 34.79981 -1.555483 78.45167 -3.378315 -1.789036 87.70911 34.9589 -0.9751554 26.17377 5.773902 6.500445 13.24864 4.075161 4.843171 39.51748 13.04009 3.435114 43.83472 22.98388 7.136736 2.616928 1.879387 -6.021928 26.16319 2.200837 13.59196 57.95728 25.52343 3.631544 4.809187 -4.212357 -0.2055539 5.512548 3.980036 2.355304 1.606308 -3.106719 5.654294 1.487763 5.569637 5.490713 19.97747 8.793804 2.651842 2.603653
62 -2.501498 34.79977 -1.552542 78.605 -3.379796 -1.789355 87.71241 35.08855 -0.9703236 26.05228 5.744839 6.466372 13.20013 4.066292 4.79839 39.44251 12.95695 3.42487 43.94029 23.01344 7.142406 2.619593 1.889253 -6.022649 26.22843 2.193696 13.6594 57.97033 25.54109 3.6335 4.779325 -4.211855 -0.2312956 5.503898 3.976685 2.353454 1.597387 -3.151353 5.651298 1.48007 5.55206 5.473038 19.98339 8.785361 2.633013 2.56771
63 -2.464307 34.80297 -1.550135 78.75685 -3.381277 -1.789332 87.71819 35.21952 -0.9654626 25.9328 5.716807 6.43296 13.15325 4.057735 4.754608 39.3714 12.87604 3.414854 44.04431 23.04293 7.148132 2.62215 1.899313 -6.02334 26.29459 2.186822 13.72692 57.98429 25.55908 3.635937 4.749692 -4.210845 -0.2563296 5.495679 3.973468 2.351646 1.588788 -3.194805 5.648979 1.47262 5.534397 5.456015 19.98972 8.778075 2.614625 2.532977
64 -2.426624 34.80961 -1.548134 78.90775 -3.382734 -1.788979 87.7263 35.35156 -0.9605254 25.81596 5.689775 6.400229 13.10804 4.049472 4.711998 39.30387 12.79747 3.40513 44.14698 23.07251 7.154043 2.62461 1.909598 -6.024065 26.36146 2.180217 13.79448 57.99908 25.5772 3.638881 4.720426 -4.209311 -0.2806886 5.487913 3.970431 2.349882 1.580504 -3.236985 5.647317 1.465394 5.516616 5.43945 19.9963 8.771976 2.596732 2.49942
65 -2.388131 34.81997 -1.546408 79.05807 -3.384181 -1.788352 87.73639 35.48463 -0.9554561 25.70263 5.663734 6.368279 13.06447 4.041493 4.670646 39.23967 12.72134 3.395741 44.24849 23.10226 7.160191 2.626987 1.920128 -6.024848 26.42896 2.17391 13.86206 58.01444 25.59534 3.642334 4.691511 -4.20726 -0.3044099 5.4806 3.967593 2.348158 1.572526 -3.277822 5.646297 1.458399 5.498731 5.423171 20.00307 8.767098 2.57934 2.467003
66 -2.348808 34.83442 -1.544846 79.20804 -3.38561 -1.787518 87.74769 35.61866 -0.9502394 25.59264 5.638697 6.337217 13.02249 4.033785 4.630551 39.17841 12.64777 3.38669 44.34897 23.13224 7.166596 2.62929 1.930922 -6.025721 26.49704 2.16794 13.92964 58.03008 25.61341 3.64623 4.662865 -4.204915 -0.3275253 5.473735 3.964963 2.346472 1.564842 -3.317247 5.645914 1.451651 5.480764 5.407151 20.00992 8.763341 2.562376 2.435625
67 -2.309081 34.85297 -1.543393 79.35776 -3.38699 -1.786554 87.75926 35.75329 -0.9449055 25.48524 5.614649 6.307115 12.98206 4.026327 4.591698 39.11943 12.57674 3.377953 44.44849 23.16246 7.17328 2.631532 1.941985 -6.026742 26.56554 2.162324 13.99707 58.0458 25.63115 3.650438 4.634423 -4.202563 -0.3500633 5.467307 3.962555 2.344824 1.557439 -3.355225 5.646131 1.445158 5.462725 5.391471 20.01666 8.760435 2.545711 2.405161
68 -2.269258 34.87552 -1.542024 79.50723 -3.38829 -1.785548 87.7705 35.88814 -0.9395083 25.37995 5.591568 6.277996 12.94313 4.019099 4.554075 39.06217 12.50822 3.369516 44.54706 23.19289 7.180236 2.633715 1.953318 -6.027946 26.63432 2.157057 14.06421 58.06141 25.64824 3.654811 4.606355 -4.200342 -0.3720513 5.461292 3.960369 2.343211 1.550307 -3.39171 5.646877 1.438913 5.444617 5.376197 20.02306 8.758081 2.529302 2.375536
69 -2.22964 34.90201 -1.540726 79.65628 -3.389507 -1.784559 87.78112 36.02285 -0.9341351 25.27726 5.569427 6.249808 12.90559 4.012088 4.517667 39.00618 12.44219 3.361365 44.64468 23.22343 7.187411 2.635839 1.964909 -6.029326 26.70325 2.152117 14.13095 58.07681 25.66451 3.659236 4.578752 -4.198197 -0.3935165 5.455652 3.958385 2.341627 1.543438 -3.426641 5.648101 1.432908 5.426452 5.361306 20.029 8.756024 2.513129 2.346728
70 -2.190257 34.93237 -1.539474 79.8046 -3.390622 -1.783637 87.79082 36.15722 -0.9288743 25.17778 5.548202 6.222482 12.86935 4.005286 4.482434 38.95115 12.37864 3.353482 44.74122 23.254 7.194743 2.637897 1.976737 -6.030825 26.77225 2.147483 14.19718 58.09181 25.67991 3.663642 4.551494 -4.196045 -0.4144753 5.450356 3.956577 2.340065 1.536824 -3.459978 5.649742 1.427133 5.408261 5.346792 20.03447 8.754062 2.497117 2.318715
71 -2.150896 34.96661 -1.538244 79.95189 -3.3916 -1.782789 87.79921 36.29117 -0.9238037 25.08122 5.527881 6.195945 12.83433 3.99868 4.44834 38.89692 12.31755 3.345852 44.83657 23.28448 7.202174 2.639883 1.988774 -6.032413 26.84135 2.143116 14.26292 58.10621 25.69449 3.667982 4.52434 -4.193833 -0.4349431 5.445369 3.954925 2.338518 1.53046 -3.491704 5.651746 1.421565 5.390092 5.332761 20.03951 8.752038 2.481155 2.291455
72 -2.111562 35.00469 -1.537005 80.09779 -3.392423 -1.782003 87.80595 36.42452 -0.9189659 24.98696 5.508457 6.170118 12.80046 3.992257 4.415351 38.84341 12.25885 3.338469 44.93056 23.31478 7.209658 2.641789 2.000991 -6.034094 26.91047 2.138966 14.32814 58.11983 25.70828 3.672215 4.497095 -4.191491 -0.4549262 5.440661 3.953406 2.33698 1.524339 -3.521846 5.654049 1.416173 5.372 5.319338 20.04416 8.749845 2.465152 2.26492
73 -2.072519 35.04649 -1.535724 80.24197 -3.393111 -1.781271 87.81097 36.55708 -0.9143499 24.89474 5.489922 6.144938 12.76766 3.98601 4.383419 38.79059 12.20244 3.331346 45.02308 23.34479 7.217135 2.643606 2.013355 -6.035898 26.97953 2.134968 14.39284 58.13257 25.72127 3.676296 4.469747 -4.188935 -0.4744339 5.4362 3.951993 2.335444 1.518456 -3.550475 5.656589 1.410916 5.35406 5.306562 20.04844 8.747393 2.449108 2.239094
74 -2.033727 35.09201 -1.534366 80.3842 -3.393686 -1.78058 87.81421 36.68891 -0.9098959 24.80464 5.472264 6.120337 12.73587 3.979931 4.352472 38.73838 12.14825 3.3245 45.114 23.37446 7.224569 2.645336 2.025834 -6.037811 27.04853 2.131058 14.45702 58.14426 25.7334 3.680191 4.44238 -4.186035 -0.4934755 5.431968 3.950665 2.33391 1.512803 -3.577696 5.659348 1.405758 5.33634 5.294404 20.05229 8.744637 2.433079 2.213973
75 -1.994711 35.14124 -1.532903 80.52433 -3.394147 -1.779921 87.81551 36.82017 -0.90552 24.71614 5.45547 6.096274 12.70506 3.974011 4.322458 38.68691 12.09623 3.317957 45.20326 23.40375 7.231941 2.646979 2.0384 -6.039794 27.11753 2.127185 14.52076 58.15456 25.74466 3.683893 4.415029 -4.182639 -0.5120565 5.427951 3.949415 2.332378 1.507371 -3.60364 5.66232 1.400672 5.318916 5.282915 20.05574 8.741595 2.417121 2.189552
76 -1.955234 35.19393 -1.531336 80.66227 -3.394495 -1.779292 87.81467 36.95096 -0.9011303 24.62877 5.439538 6.072713 12.67519 3.968235 4.293339 38.63641 12.04631 3.311751 45.29082 23.43262 7.239253 2.648541 2.051027 -6.041768 27.18649 2.123304 14.58407 58.16307 25.75511 3.687418 4.387672 -4.178618 -0.5301869 5.424138 3.948239 2.330854 1.502149 -3.628415 5.66549 1.395637 5.301844 5.272156 20.05881 8.738345 2.401278 2.165831
77 -1.915425 35.25003 -1.529694 80.79796 -3.394752 -1.778693 87.81173 37.08142 -0.8966628 24.54241 5.42447 6.049649 12.64622 3.962595 4.265054 38.587 11.99843 3.305911 45.3767 23.46107 7.246489 2.650025 2.063682 -6.043674 27.25539 2.119381 14.64698 58.16965 25.76471 3.690793 4.360507 -4.173945 -0.5478778 5.420515 3.947126 2.329338 1.497122 -3.652161 5.668859 1.390641 5.285179 5.262091 20.06147 8.734988 2.385658 2.142793
78 -1.875328 35.30941 -1.528015 80.93132 -3.394936 -1.778134 87.80701 37.21169 -0.8920842 24.45742 5.410249 6.027075 12.6181 3.957091 4.237527 38.53863 11.95257 3.300449 45.46089 23.48904 7.253635 2.651437 2.076327 -6.045437 27.32427 2.115386 14.70955 58.17429 25.77336 3.69405 4.333899 -4.168616 -0.5651414 5.417068 3.946068 2.327835 1.492274 -3.674972 5.672435 1.385679 5.268979 5.252509 20.06365 8.73163 2.370426 2.12042
79 -1.834613 35.37191 -1.526338 81.06221 -3.395056 -1.777631 87.80051 37.34197 -0.8873989 24.37397 5.396866 6.004987 12.59079 3.951718 4.210692 38.49122 11.90867 3.295353 45.54335 23.51648 7.260684 2.652786 2.088921 -6.046955 27.39316 2.111308 14.77185 58.17673 25.78094 3.697223 4.308201 -4.162623 -0.5819889 5.413777 3.94506 2.32635 1.487591 -3.696965 5.676222 1.380756 5.253299 5.243207 20.06522 8.728358 2.355742 2.098698
80 -1.793189 35.43741 -1.524698 81.19044 -3.395126 -1.777192 87.79204 37.47243 -0.8826617 24.29265 5.384304 5.983386 12.56425 3.946472 4.184472 38.44453 11.86661 3.290585 45.62403 23.54329 7.267626 2.654084 2.101415 -6.04811 27.46209 2.107163 14.83394 58.17672 25.78731 3.70033 4.283636 -4.155986 -0.5984305 5.410621 3.944098 2.32489 1.483069 -3.718289 5.680221 1.375887 5.238201 5.233955 20.06604 8.725222 2.34171 2.0776
81 -1.75136 35.50583 -1.52311 81.31583 -3.395165 -1.776828 87.7817 37.6032 -0.8779647 24.21394 5.372546 5.962251 12.53844 3.941351 4.158808 38.39826 11.8263 3.286097 45.70287 23.56942 7.274448 2.655338 2.113771 -6.048794 27.53108 2.102975 14.8959 58.17428 25.79233 3.703383 4.260416 -4.148724 -0.6144773 5.407578 3.943173 2.323458 1.478707 -3.739048 5.684427 1.371091 5.223732 5.224483 20.06602 8.722253 2.328417 2.057098
82 -1.709061 35.57696 -1.521563 81.43816 -3.395183 -1.776546 87.77022 37.73427 -0.8734076 24.13794 5.361558 5.941584 12.51333 3.936355 4.133666 38.35237 11.78764 3.281839 45.77979 23.59475 7.281132 2.656555 2.125949 -6.048954 27.60013 2.098759 14.95775 58.16969 25.79598 3.706389 4.238871 -4.140722 -0.6301374 5.40463 3.942279 2.322057 1.474506 -3.759323 5.688815 1.366378 5.209931 5.214573 20.06511 8.719484 2.315995 2.037201
83 -1.666115 35.65062 -1.520022 81.55723 -3.395175 -1.776349 87.75877 37.86556 -0.8690835 24.06438 5.351306 5.921386 12.48892 3.931479 4.109043 38.3071 11.75053 3.277765 45.85468 23.61922 7.287672 2.65774 2.137921 -6.048592 27.66922 2.094528 15.01949 58.16361 25.79855 3.709362 4.219072 -4.131837 -0.6454174 5.40176 3.941413 2.320687 1.470473 -3.779159 5.693351 1.361755 5.196819 5.204171 20.06356 8.716935 2.304502 2.017934
84 -1.622595 35.72678 -1.51844 81.67281 -3.395119 -1.776241 87.74847 37.99687 -0.8650784 23.9935 5.341768 5.901647 12.46517 3.926716 4.08493 38.26287 11.71488 3.273826 45.92745 23.64276 7.294059 2.658894 2.14966 -6.04773 27.73831 2.0903 15.08107 58.15675 25.80054 3.71232 4.200852 -4.121996 -0.660323 5.398955 3.940572 2.319348 1.466611 -3.798576 5.698006 1.357233 5.184389 5.193341 20.06172 8.714622 2.293888 1.999302
85 -1.578664 35.80538 -1.516773 81.78475 -3.394984 -1.776228 87.74004 38.12811 -0.8614427 23.92595 5.332921 5.882357 12.44206 3.922061 4.061329 38.21992 11.68061 3.269979 45.99801 23.66529 7.300293 2.660016 2.161148 -6.046404 27.8074 2.086101 15.14245 58.14955 25.80238 3.715272 4.184008 -4.111186 -0.6748586 5.396207 3.939755 2.318038 1.462917 -3.817549 5.702751 1.352823 5.172605 5.182137 20.0599 8.712536 2.28406 1.981288
86 -1.53434 35.88625 -1.514994 81.89284 -3.394722 -1.776318 87.73388 38.25912 -0.8581731 23.86167 5.324741 5.863497 12.41959 3.917502 4.038263 38.17841 11.64764 3.266195 46.06625 23.68675 7.306378 2.661106 2.172369 -6.044682 27.87644 2.081942 15.20359 58.14231 25.80436 3.718217 4.168381 -4.099399 -0.6890258 5.393512 3.938963 2.316753 1.459381 -3.836027 5.707542 1.348528 5.161407 5.170626 20.05834 8.710646 2.274925 1.963871
87 -1.489394 35.96907 -1.513116 81.99701 -3.394284 -1.776506 87.73012 38.38956 -0.8552037 23.79975 5.317196 5.845037 12.39773 3.913026 4.015776 38.13848 11.61585 3.262459 46.1321 23.70711 7.312325 2.662162 2.183314 -6.042687 27.94526 2.077824 15.26437 58.13514 25.8067 3.721147 4.153749 -4.086628 -0.7028271 5.390877 3.938201 2.315491 1.455991 -3.853971 5.712319 1.344342 5.150699 5.158999 20.05718 8.708899 2.26637 1.947031
88 -1.443822 36.05344 -1.511169 82.09711 -3.39363 -1.776792 87.72834 38.51904 -0.8524267 23.73945 5.31025 5.826938 12.3765 3.908623 3.993909 38.10008 11.58507 3.258776 46.19547 23.72633 7.318153 2.663185 2.193976 -6.040536 28.01361 2.073737 15.32465 58.12797 25.80946 3.724039 4.139797 -4.072927 -0.7162592 5.38831 3.937474 2.314252 1.452727 -3.871346 5.717012 1.340253 5.140376 5.147429 20.05644 8.707205 2.258248 1.930753
89 -1.397879 36.13894 -1.509202 82.19288 -3.392727 -1.777169 87.72787 38.64716 -0.8497227 23.68087 5.303856 5.809135 12.3559 3.904283 3.972677 38.06287 11.55518 3.255151 46.25612 23.74436 7.323884 2.664173 2.204348 -6.03831 28.08121 2.069688 15.38429 58.12067 25.81255 3.726866 4.126234 -4.058454 -0.7293105 5.385823 3.936789 2.313032 1.44957 -3.888147 5.721581 1.336256 5.130337 5.135939 20.05605 8.705468 2.250421 1.914995
90 -1.351686 36.22513 -1.507257 82.28423 -3.391567 -1.777633 87.72811 38.77359 -0.8469879 23.62429 5.297954 5.791554 12.33595 3.899997 3.952075 38.02646 11.52608 3.251598 46.31395 23.76119 7.329542 2.66513 2.214428 -6.036065 28.14783 2.065687 15.44313 58.11313 25.81577 3.729606 4.112993 -4.043391 -0.7419763 5.383434 3.936152 2.311833 1.446503 -3.904362 5.726005 1.33235 5.12049 5.124422 20.05586 8.703639 2.242834 1.899706
91 -1.304778 36.31156 -1.505386 82.37127 -3.390166 -1.778171 87.72861 38.89803 -0.8441516 23.56903 5.292476 5.774123 12.31663 3.895759 3.932121 37.99073 11.49775 3.248143 46.36899 23.77685 7.335154 2.666059 2.224224 -6.033866 28.21323 2.061747 15.50106 58.10513 25.81898 3.732253 4.100143 -4.027897 -0.7542624 5.381161 3.935569 2.310654 1.443509 -3.919972 5.730284 1.328533 5.110761 5.112945 20.05578 8.701711 2.235462 1.884839
92 -1.257042 36.39775 -1.503637 82.4539 -3.388552 -1.778768 87.72907 39.02006 -0.8411798 23.514 5.287354 5.756795 12.29798 3.891562 3.912827 37.95575 11.47017 3.244822 46.4211 23.79136 7.34074 2.666963 2.233736 -6.031802 28.27722 2.057873 15.55795 58.09664 25.82207 3.734806 4.087643 -4.012102 -0.766162 5.379016 3.935046 2.309498 1.440579 -3.934971 5.734422 1.3248 5.101098 5.101675 20.05574 8.699701 2.228276 1.870367
93 -1.20883 36.48331 -1.502052 82.53226 -3.386753 -1.779422 87.72919 39.13938 -0.8380873 23.45905 5.282524 5.739543 12.27999 3.887404 3.894175 37.92152 11.44339 3.241665 46.47033 23.8048 7.346317 2.667846 2.242971 -6.029922 28.33965 2.054073 15.61366 58.08767 25.82496 3.737256 4.075479 -3.996176 -0.7776805 5.377014 3.934588 2.308366 1.437707 -3.949362 5.738451 1.321151 5.09148 5.090702 20.05566 8.697617 2.221284 1.856261
94 -1.160579 36.56805 -1.500652 82.6065 -3.384792 -1.780131 87.72885 39.25585 -0.8349349 23.40497 5.277924 5.722376 12.26268 3.883286 3.876108 37.88787 11.41752 3.238694 46.5167 23.81726 7.351898 2.66871 2.251937 -6.028246 28.40053 2.050367 15.66813 58.07825 25.82752 3.739594 4.063742 -3.980268 -0.7888245 5.375159 3.9342 2.307259 1.434886 -3.963096 5.742429 1.317592 5.081897 5.079901 20.05548 8.695458 2.214555 1.842481
95 -1.112172 36.65176 -1.499439 82.6768 -3.382711 -1.780905 87.72807 39.36943 -0.8318219 23.35196 5.273496 5.705347 12.24601 3.879211 3.858589 37.85484 11.3927 3.235921 46.5603 23.82883 7.357482 2.669553 2.260638 -6.02679 28.45994 2.046786 15.72132 58.06841 25.82969 3.741822 4.052683 -3.964547 -0.7995965 5.373443 3.933879 2.306176 1.432111 -3.976133 5.746418 1.31414 5.072348 5.069288 20.05515 8.693247 2.208181 1.828977
96 -1.063593 36.73425 -1.498408 82.74355 -3.380572 -1.781754 87.72699 39.48004 -0.8288426 23.29897 5.269193 5.688523 12.22995 3.875182 3.841618 37.82272 11.369 3.233349 46.60133 23.83972 7.363055 2.670371 2.269078 -6.025612 28.51794 2.043347 15.7732 58.05817 25.83156 3.743954 4.042376 -3.949062 -0.8100074 5.371847 3.933618 2.305115 1.429379 -3.988443 5.750453 1.310799 5.062838 5.059041 20.05472 8.691019 2.202208 1.815733
97 -1.015294 36.81537 -1.497531 82.80721 -3.378447 -1.782683 87.7257 39.58758 -0.8260821 23.24551 5.264977 5.671987 12.21442 3.87121 3.825189 37.79169 11.34645 3.230959 46.64011 23.85009 7.368581 2.671165 2.277261 -6.024741 28.5746 2.040054 15.82375 58.04755 25.83315 3.746001 4.032841 -3.933841 -0.8200777 5.370339 3.933402 2.304075 1.426684 -4.000006 5.754545 1.307572 5.053379 5.049297 20.05418 8.688788 2.196677 1.802755
98 -0.96799 36.89505 -1.496755 82.86845 -3.376417 -1.783704 87.72422 39.69218 -0.823576 23.19245 5.260821 5.655828 12.19933 3.867311 3.809242 37.76151 11.32509 3.228705 46.6771 23.86022 7.374002 2.671931 2.285195 -6.024168 28.63003 2.036912 15.87298 58.03665 25.83441 3.747961 4.024122 -3.918919 -0.8298338 5.368884 3.933205 2.303054 1.424021 -4.010765 5.758699 1.304461 5.04399 5.039866 20.05344 8.68653 2.191643 1.790038
99 -0.9219072 36.97333 -1.496019 82.9281 -3.374579 -1.784816 87.72232 39.79412 -0.8213097 23.14068 5.256708 5.640132 12.18455 3.863505 3.793724 37.7318 11.30491 3.226514 46.71289 23.87042 7.379251 2.672667 2.292883 -6.023871 28.68438 2.033936 15.92098 58.02533 25.8352 3.74982 4.016333 -3.904349 -0.8393196 5.367438 3.933001 2.302048 1.421382 -4.020687 5.762914 1.301471 5.034701 5.030549 20.05236 8.684198 2.18715 1.777556
